icao,iata,name,callsign,country,active
BNC,,Sundance Air,BARNACLE AIR,United States,N
BRZ,E5,Samara Airlines,BERYOZA,Russia,N
BVV,,Spark+ Joint-Stock Company,SPARK,Russia,N
CBN,,Swedish Civil Aviation Administration,CALIBRATION,Sweden,N
CDG,SC,Shandong Airlines,SHANDONG,China,Y
CDS,,Spectrem Air,SPECDAS,South Africa,N
CEE,,Servicios Aereos Centrales,CENTRA AEREOS,Mexico,N
CFL,,Swedish Airlines,SWEDISH,Sweden,N
CGL,,Seagle Air,SEAGLE,Slovakia,N
CIG,,Sirius-Aero,SIRIUS AERO,Russia,N
CNK,,Sunwest Home Aviation,CHINOOK,Canada,N
CNO,,SAS Braathens,SCANOR,Norway,Y
CQH,9S,Spring Airlines,AIR SPRING,China,Y
CSC,3U,Sichuan Airlines,SI CHUAN,China,Y
CSH,FM,Shanghai Airlines,SHANGHAI AIR,China,Y
CSY,,Shuangyang General Aviation,SHUANGYANG,China,N
CSZ,ZH,Shenzhen Airlines,SHENZHEN AIR,China,Y
CXI,8C,Shanxi Airlines,SHANXI,China,N
DKT,,Sioux Falls Aviation,DAKOTA,United States,N
DKY,,Servicios Aereos Elite,DAKOY,Spain,N
DNI,,Servicios Aereos Denim,AERO DENIM,Mexico,N
EAB,,Swiss Eagle,SWISS EAGLE,Switzerland,N
EAN,,Skypower Express Airways,NIGERIA EXPRESS,Nigeria,N
ENR,,Scenic Air,,Namibia,N
ERO,7L,Sun D'Or,ECHO ROMEO,Israel,Y
ESK,NE,SkyEurope,RELAX,Slovakia,Y
EXL,CQ,Sunshine Express Airlines,,Australia,N
EXY,,South African Express,EXPRESSWAYS,South Africa,N
FFD,,Stuttgarter Flugdienst,FIRST FLIGHT,Germany,N
FFH,,Shalom Air Services,PEACE AIR,Nigeria,N
FJE,,Silverjet,ENVOY,United Kingdom,N
FLH,,Sky Bus,MILE HIGH,United States,N
GAD,,South Coast Aviation,SOUTHCOAST,United Kingdom,N
GDE,,Servicios Aereos Gadel,GADEL,Mexico,N
GDG,,S.P. Aviation,GOLDEN GATE,United States,N
GIK,,Seba Airlines,SEBA,Guinea,N
GNA,,Servicios Aereos Gana,SERVIGANA,Mexico,N
GSW,,Sky Wings Airlines,,Greece,N
GXL,,Star XL German Airlines,STARDUST,Germany,N
HAU,,Skyhaul,SKYHAUL,Japan,N
HIP,,Starship,STARSA,Mexico,N
HJE,,Servicios Ejecutivos Gosa,GOSA,Mexico,N
HKA,SO,Superior Aviation,SPEND AIR,United States,N
HLO,,Samaritan Air Service,HALO,Canada,N
HRI,,Skyraidybos Mokymo Centras,HELIRIM,Lithuania,N
HSK,,Sky Europe Airlines,MATRA,Slovakia,Y
HSV,,Svenska Direktflyg,HIGHSWEDE,Sweden,N
HSY,,Sky Helicopteros,HELISKY,Spain,N
IGA,,Skytaxi,IGUANA,Poland,N
IJS,,Silvair,,United States,N
ILS,,Servicios Aereos Ilsa,SERVICIOS ILSA,Mexico,N
INK,,Sincom-Avia,SINCOM AVIA,Ukraine,N
IRV,,Safat Airlines,SAFAT AIR,Iran,N
IRZ,,Saha Airlines Services,SAHA,Iran,N
JAM,,Sunline Express,SUNTRACK,Kenya,N
JCM,,Secure Air Charter,SECUREAIR,United States,N
JIM,,Sark International Airways,SARK,United Kingdom,N
JKK,JK,Spanair,SPANAIR,Spain,Y
KKS,,Salem,KOKSHE,Kazakhstan,N
KOP,,Servicios Aereos Copters,COPTERS,Chile,N
KSP,,Servicios Aereos Expecializados En Transportes Petroleros,SAEP,Colombia,N
KYB,,Skybridge Airops,SKY AIROPS,Italy,N
KYR,,Sky Aeronautical Services,SKY AERONAUTICAL,Mexico,N
LGU,,Servicios Aereos Ejecutivos De La Laguna,LAGUNA,Mexico,N
LLA,,Servico Leo Lopex,LEO LOPOZ,Mexico,N
LLS,,Servicios Aereos Estrella,SERVIESTRELLA,Mexico,N
LMG,,South African Air Force,SOUTH AFRICAN,South Africa,N
LMO,,Sky Limo Corporation,SKY LIMO,United States,N
LRS,,SANSA,,Costa Rica,N
LSP,,Spectrum Aviation Incorporated,AIR TONY,United Kingdom,N
MCG,,SOS Helikoptern Gotland,MEDICOPTER,Sweden,N
MDT,,Sundt Air,MIDNIGHT,Norway,N
MLO,,Servicios Aereos Milenio,MILENIO,Mexico,N
MMS,,SAAD (A320) Limited,MUSAAD AIR,Cayman Islands,N
MRI,,Servicios Aereos Moritani,MORITANI,Mexico,N
MRR,2G,San Juan Airlines,MARINER,United States,N
MSG,,Servico Aereo Regional,SAR-REGIONAL,Mozambique,N
MSP,,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,SEGURIDAD,Costa Rica,N
MTG,,Servicios Aereos MTT,,Mexico,N
NAD,,Seulawah Nad Air,SEULAWAH,Indonesia,N
NAZ,,Servicios Aereos del Nazas SA de CV,NAZAS,Mexico,N
NCS,,Simpson Air Ltd,COMMUTER-CANADA,Canada,N
NKS,NK,Spirit Airlines,SPIRIT WINGS,United States,Y
NON,,Servicios Aereos Latinoamericanos,SERVICIOS LATINO,Mexico,N
NRZ,,Servicios Aereos Monarrez,MONARREZ,Mexico,N
NSC,,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania,N
NSE,9R,SATENA,SATENA,Colombia,Y
NTB,,Servicios Aereos Del Norte,SERVINORTE,Mexico,N
NTG,,Servicios Intergrales De Aviacion,INTERGRALES,Mexico,N
OKS,S0,Slok Air Gambia,SLOK GAMBIA,Gambia,N
OKT,,Soko Aviation,SOKO AIR,Spain,N
OLC,,Solar Cargo,SOLARCARGO,Venezuela,N
OLO,,Soloflight,SOLO,United Kingdom,N
ONG,,Sonnig SA,SONNIG,Switzerland,N
OSL,SO,Sosoliso Airlines,SOSOLISO,Nigeria,N
OSS,,Servicios Aereos Noticiosos,NOTICIOSOS,Mexico,N
OTL,,South Airlines,SOUTHLINE,Ukraine,N
OZW,,Skywest Airlines,OZWEST,Australia,Y
PIV,,Sokol,AEROSOKOL,Russia,N
PLT,,South Carolina Aeronautics Commission,PALMETTO,United States,N
PMR,,Servicios Aereos Premier,SERVICIOS PREMIER,Mexico,N
PNS,,Survey Udara (Penas),PENAS,Indonesia,N
POB,,Servicios Aereos Poblanos,POBLANOS,Mexico,N
PSV,,Servicios Aereos Profesionales,PROSERVICIOS,Dominican Republic,N
PTM,,Southeastern Airways,POSTMAN,United States,N
PUR,,Spurwing Airlines,SPURWING,South Africa,N
PZR,1I,Sky Trek International Airlines,PHAZER,United States,N
RBW,,Shandong Airlines Rainbow Jet,CAI HONG,China,N
REJ,,SA Airlink Regional,REGIONAL LINK,South Africa,N
RER,,Servicio Aereo Regional Regair,REGAIR,Ecuador,N
RFT,,Scoala Superioara De Aviatie Civila,ROMANIAN ACADEMY,Romania,N
RGC,,Servicios Aereos Regiomontanos,REGIOMONTANO,Mexico,N
RLS,,S-Air,S-AIRLINES,Russia,N
RMP,,Servicios De Rampa Y Mostrador,SERAMSA,Mexico,N
RSE,,SNAS Aviation,RED SEA,Saudi Arabia,N
SKB,SX,Skybus Airlines,SKYBUS,United States,N
SKC,,Skymaster Air Lines,SKYMASTER AIR,United States,N
SKD,,Sky Harbor Air Service,SKY DAWG,United States,N
SKE,,Sky Tours,SKYISLE,United States,N
AZG,,Sakaviaservice,SAKSERVICE,Georgia,N
SKF,,Skycraft,SKYCRAFT,United States,N
SKG,,Skycraft Air Transport,SKYCRAFT-CANADA,Canada,N
SKI,,Skyking,SKYKING,United Kingdom,N
SKI,RU,SkyKing Turks and Caicos Airways,SKYKING,Turks and Caicos Islands,N
SKK,,Skylink Aviation,SKYLINK,Canada,N
SKL,,Skycharter (Malton),SKYCHARTER,Canada,N
SKN,,Skyline Aviation Services,SKYLINER,United States,N
SKO,,Scottish Airways Flyers,SKYWORK,United Kingdom,N
SKR,,Skyscapes Air Charters,SKYSCAPES,South Africa,N
SKS,,Sky Service,SKY SERVICE,Belgium,N
BBR,S3,Santa Barbara Airlines,SANTA BARBARA,Venezuela,Y
SKT,,Skystar Airways,SKY YOU,Thailand,N
SKU,H2,Sky Airline,AEROSKY,Chile,Y
SKW,OO,SkyWest,SKYWEST,United States,Y
SKX,JZ,Skyways Express,SKY EXPRESS,Sweden,Y
SKY,BC,Skymark Airlines,SKYMARK,Japan,Y
SKZ,,Skyway Enterprises,SKYWAY-INC,United States,N
SLA,LJ,Sierra National Airlines,SELAIR,Sierra Leone,N
SLB,,Slok Air,SLOK AIR,Nigeria,N
SLD,,Silver Air,SILVERLINE,Czech Republic,N
SLE,,Streamline,SLIPSTREAM,South Africa,N
SLF,,Starfly,ELISTARFLY,Italy,N
SLG,,Saskatchewan Government,LIFEGUARD,Canada,N
SLH,,Silverhawk Aviation,SILVERHAWK,United States,N
AGE,,Servicios Aereos de Los Angeles,AEROANGEL,Mexico,N
SLK,MI,SilkAir,SILKAIR,Singapore,Y
SLL,6Q,Slovak Airlines,SLOV LINE,Slovakia,N
SLM,PY,Surinam Airways,SURINAM,Suriname,Y
SLN,,Sloane Aviation,SLOANE,United Kingdom,N
SLP,,Salpa Aviation,SALPA,Sudan,N
SLS,,Servicios Aereos Slainte,SERVICIOS SLAINTE,Mexico,N
SLV,,Stella Aviation,AVISTELLA,Mauritania,N
SLW,,Salama Airlines Nigeria,SALMA AIR,Nigeria,N
SLX,,Sete Linhas Aereas,SETE,Brazil,N
SLY,,Sky Line for Air Services,SKYCO,Sudan,N
SLZ,,Super Luza,LUZA,Angola,N
SMA,,SMA Airlines,SESAME,Nigeria,N
SMC,,Sabang Merauke Raya Air Charter,SAMER,Indonesia,N
SMD,,Servicios Aereos La Marquesa,SERVICIOS MARQUESA,Mexico,N
SME,,Semos,SEMICH,Kazakhstan,N
SMF,,Smalandsflyg,GORDON,Sweden,N
SMH,,Smithair,SMITHAIR,United States,N
SMK,,Semeyavia,ERTIS,Kazakhstan,N
SML,,Smith Air (1976),SMITH AIR,Canada,N
SMM,,Summit Airlines,SUMMIT-AIR,United States,N
SMQ,,Samar Air,SAMAR AIR,Tajikistan,N
SMR,,Somon Air,SOMON AIR,Tajikistan,N
SMT,,Skyline,SKYLIMIT,Nigeria,N
AOS,,Servicios Aerecs Del Sol,S.A. de C.V.,AEROSOL,N
SNA,,Senator Aviation Charter,SENATOR,Germany,N
SNB,NB,Sterling Airlines,STERLING,Denmark,Y
SNE,,Servicios Aereos De Nicaragua (SANSA),SANSA,Nicaragua,N
SNF,,Shans Air,SHANS AIR,Russia,N
SNH,,Senair Services,SENSERVICE,Senegal,N
SNI,,Savanah Airlines,SAVANAHLINE,Nigeria,N
SNJ,6J,Skynet Asia Airways,NEWSKY,Japan,Y
SNK,,Southeast Airlines (Sun Jet International),SUN KING,United States,N
SNL,,Soonair Lines,SOONAIR,United States,N
SNM,,Servizi Aerei,SERVIZI AEREI,Italy,N
SNP,,Sun Pacific International,SUN PACIFIC,United States,N
SNQ,,Sun Quest Executive Air Charter,EXECU-QUEST,United States,N
SNS,,Societe Centrafricaine De Transport Aerien,,Central African Republic,N
SNT,,Suncoast Aviation,SUNCOAST,United States,N
SNU,,Snunit Aviation,,Israel,N
SNV,,Sudanese States Aviation,SUDANESE,Sudan,N
SNW,,Sun West Airlines,SUN WEST,United States,N
SNX,,Sun Air Aviation Services,SUNEX,Canada,N
SOB,,Stabo Freight,STABO,Zambia,N
SOC,,Southern Cargo Air Lines,,Russia,N
SOH,,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,N
SOI,,Southern Aviation,SOAVAIR,Zambia,N
SOL,IE,Solomon Airlines,SOLOMON,Solomon Islands,Y
SOM,,Somali Airlines,SOMALAIR,Somali Republic,N
SON,,Sunshine Air Tours,SUNSHINE TOURS,United States,N
SOO,,Southern Air,SOUTHERN AIR,United States,N
SOP,,Solinair,SOLINAIR,Slovenia,N
SOR,,Sonair Servico Aereo,SONAIR,Angola,N
SOT,,Southeast Correct Craft,SOUTH COURIER,United States,N
SOU,,Southern Airways,SOUTHERN EXPRESS,United States,Y
SOV,6W,Saratov Aviation Division,SARATOV AIR,Russia,Y
SOW,,Sowind Air,SOWIND,Canada,N
SOX,,Solid Air,SOLIDAIR,Netherland,N
SOZ,HZ,Sat Airlines,SATCO,Kazakhstan,Y
SPA,,Sierra Pacific Airlines,SIERRA PACIFIC,United States,N
SPB,,Springbok Classic Air,SPRING CLASSIC,South Africa,N
SPC,,Skyworld Airlines,PORT,United States,N
SPE,,Sprague Electric Company,SPRAGUE,United States,N
SPF,,Space World Airline,SPACE WORLD,Nigeria,N
SPG,,Springdale Air Service,SPRING AIR,United States,N
SPH,,Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa,N
SPI,,South Pacific Island Airways,SOUTH PACIFIC,United States,Y
SPL,,Servicios Corporativos Aereos De La Laguna,CORPORATIVOS LAGUNA,Mexico,N
SPN,,Skorpion Air,AIR SKORPIO,Bulgaria,N
SPP,,Sapphire Aviation,SAPPHIRE,United States,N
SPQ,,Servicios Aereos Palenque,SERVICOS PALENQUE,Mexico,N
TBS,,Servicios Aereos Tribasa,TRIBASA,Mexico,N
TCF,S5,Shuttle America,MERCURY,United States,Y
TGT,,SAAB Nyge Aero,TARGET,Sweden,N
THB,,Spark Air,THAI SABAI,Thailand,N
TIH,,S C Ion Tiriac,TIRIAC AIR,Romania,N
TRL,,Starlite Aviation,STARSTREAM,South Africa,N
TRN,,Servicios Aereos Corporativos,AEROTRON,Mauritania,N
TTM,,Societe Tout Tranport Mauritanien,TOUT-AIR,Mauritania,N
TZU,,Servicios Aereos Tamazula,TAMAZULA,Mexico,N
UGP,,Shar Ink,SHARINK,Russia,N
UKU,,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,N
UNT,,Servicios Aereos Universitarios,UNIVERSITARIO,Mexico,N
USK,,Skif-Air,SKIF-AIR,Ukraine,N
USN,,Smarkand Aero Servise,SAMAS,Uzbekistan,N
UZS,,Samarkand Airways,SOGDIANA,Uzbekistan,N
VDO,,Servicios Aereos Avandaro,AVANDARO,Mexico,N
VGS,,Stichting Vliegschool 16Hoven,SMART,Netherlands,N
VRB,,Silverback Cargo Freighters,SILVERBACK,Rwanda,N
VRS,,Sirvair,VAIRSA,Mexico,N
VSV,DV,Scat Air,VLASTA,Kazakhstan,Y
VXN,,Sunset Aviation,VIXEN,United States,N
WCC,,Sport Air Travel,WEST COAST,United States,N
WFC,,Swift Copters,SWIFTCOPTERS,Switzerland,N
WLK,,Skyrover CC,SKYWATCH,South Africa,N
XLK,,Safarilink Aviation,SAFARILINK,Kenya,N
XMX,,SENEAM,SENEAM,Mexico,N
XPG,,Southport Air Service,,United States,N
XSA,,Spectrum Air Service,,United States,N
XSN,,Stephenville Aviation Services,,Canada,N
XTA,,Servicios Aereos Textra,TEXTRA,Mexico,N
XTR,,Sector Airlines,EXTER,Canada,N
XXS,,Skyplan Services,,Canada,N
YBE,,Stewart Aviation Services,YELLOW BIRD,United States,N
FYA,,Servicios Aereos Integrales / Flyant,FLYANT,Spain,N
UFA,,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,N
SWL,,Trans Jet Airways,TRANSJET,Sweden,N
TAC,,Turbot Air Cargo,TURBOT,Senegal,N
TAD,,Tranporte Aereo Dominicano,TRANS DOMINICAN,Dominican Republic,N
TAE,EQ,TAME,TAME,Ecuador,Y
BAP,,Trans International Express Aviation,BIG APPLE,United States,N
TAG,,TAG Aviation USA,TAG U-S,United States,N
TAL,,Talair,TALAIR,Papua New Guinea,N
TAM,JJ,TAM Brazilian Airlines,TAM,Brazil,Y
AUC,,Transaustralian Air Express,AUSCARGO,Australia,N
TAP,TP,TAP Portugal,AIR PORTUGAL,Portugal,Y
TAR,TU,Tunisair,TUNAIR,Tunisia,Y
TAU,,Transportes Aereos Tauro,TRANSTAURO,Mexico,N
TAX,,Travelair,TRAVELAIR,Germany,N
TAY,3V,TNT Airways,QUALITY,Belgium,N
TBA,,Transbrasil,TRANSBRASIL,Brazil,N
TBC,,Turbine Air Cargo UK,,United Kingdom,N
TBD,,Thunderbird Tours,ORCA,Canada,N
TBG,M7,Tropical Airways,,Haiti,N
TBH,,Trinity Air Bahamas,,Bahamas,N
TBI,,TAB Express International,TAB INTERNATIONAL,United States,N
TBM,,Taban Air Lines,TABAN AIR,Iran,N
TBN,,Teebah Airlines,TEEBAH,Sierra Leone,N
TBR,,Tubelair,TUBELAIR,Tunisia,N
TBX,,Tobago Express,TABEX,Trinidad and Tobago,N
TCA,,Tropican Air Services,TROPICANA,Egypt,N
TCB,,Transporte del Caribe,TRANSCARIBE,Colombia,N
TCC,,Trans Continental Airlines,TRANSCAL,Sudan,N
TCD,,Tchad Airlines,TCHADLINES,Chad,N
TCE,,Trans-Colorado Airlines,TRANS-COLORADO,United States,N
TCG,T2,Thai Air Cargo,THAI CARGO,Thailand,Y
TCH,,Transcontinental Air,TRANS GULF,Bahrain,N
TCM,,Teledyne Continental Motors,TELEDYNE,United States,N
TCN,,Trans Continental Airlines,TRANSCON,United States,N
TCP,,Transcorp Airways,TRANSCORP,United Kingdom,N
TCT,,Transcontinental Sur,TRANS-CONT,Uruguay,N
TCU,,Transglobal Airways Corporation,TRANSGLOBAL,Philippines,N
TCW,FQ,Thomas Cook Airlines,THOMAS COOK,Belgium,Y
TCX,MT,Thomas Cook Airlines,KESTREL,United Kingdom,Y
TCY,,Twin Cities Air Service,TWIN CITY,United States,N
TDC,,Tadair,TADAIR,Spain,N
TDE,,Tellavia / Flight One,TELLURIDE,United States,N
TDI,,Transportes Aereos de Ixtlan,TRANSIXTLAN,Mexico,N
TDM,TQ,Tandem Aero,TANDEM,Moldova,N
TDO,,TRADO,TRADO,Dominican Republic,N
TDR,,Trade Air,TRADEAIR,Croatia,N
TDV,,Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico,N
TDX,,Tradewinds Airlines,TRADEWINDS EXPRESS,United States,N
TEB,,Tenir Airlines,TENIR AIR,Kyrgyzstan,N
TLW,L9,Teamline Air,Teamline,Austria,N
TEF,,Tecnicas Fotograficas,TECFOTO,Spain,N
TEH,,Tempelhof Airways,TEMPELHOF,United States,N
TEL,,Telford Aviation,TELFORD,United States,N
TEM,,Tech-Mont Helicopter Company,TECHMONT,Slovakia,N
TEN,,Tennessee Airways,TENNESSEE,United States,N
TER,,Territorial Airlines,TERRI-AIRE,United States,N
TES,,TAES Transportes Aereos de El Salvador,TAES,El Salvador,N
TEP,UE,Transeuropean Airlines,TRANSEURLINE,Russia,N
TET,,Tepavia-Trans Airlines,TEPAVIA,Moldova,N
TFA,,Trans-Florida Airlines,TRANS FLORIDA,United States,N
TFB,,Tair Airways,ROYAL TEE-AIR,Philippines,N
TFF,,Talon Air,TALON FLIGHT,United States,N
AIM,,Trabajos Aereos Murcianos,PIJO,Spain,N
TFH,,Thai Flying Helicopter Service,THAI HELICOPTER,Thailand,N
TFI,,Transport Facilitators,,United States,N
TFK,,Transafrik International,,Sao Tome and Principe,N
TFO,,Transportes Aereos del Pacifico,TRANSPORTES PACIFICO,Mexico,N
TFT,,Thai Flying Service,THAI FLYING,Thailand,N
SRF,,Transportes Aereos San Rafael,SAN RAFEAL,Chile,N
TFY,,Tayside Aviation,TAYSIDE,United Kingdom,N
TGC,,TG Aviation,THANET,United Kingdom,N
TGE,,Trabajos Aereos,TASA,Spain,N
TGI,,Transportes Aereos Regionales,TRANSPORTE REGIONAL,Mexico,N
TGM,,TAG Aviation Espana,TAG ESPANA,Spain,N
TGN,,Trigana Air Service,TRIGANA,Indonesia,Y
AWC,ZT,Titan Airways,ZAP,United Kingdom,N
TGO,,Transport Canada,TRANSPORT,Canada,N
TGW,TR,Tiger Airways,GO CAT,Singapore,Y
TGW,TT,Tiger Airways Australia,GO CAT,Australia,Y
TGX,,Transair Gabon],TRANSGABON,Gabon,N
TGY,,Trans Guyana Airways,TRANS GUYANA,Guyana,N
THA,TG,Thai Airways International,THAI,Thailand,Y
THC,,Tar Heel Aviation,TARHEEL,United States,N
THE,,Toumai Air Tchad,TOUMAI AIR,Chad,N
THF,,Touraine Helicoptere,TOURAINE HELICO,France,N
THG,,Thai Global Airline,THAI GLOBAL,Thailand,N
THJ,,Thai Jet Intergroup,THAI JET,Thailand,N
THK,,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,Turkey,Y
AIQ,FD,Thai AirAsia,THAI ASIA,Thailand,Y
THO,,TACA De Honduras,LEMPIRA,Honduras,N
THR,,Tehran Airline,TEHRAN AIR,Iran,N
THU,,Thunder Airlines,AIR THUNDER,Canada,N
THY,TK,Turkish Airlines,TURKAIR,Turkey,Y
THZ,,Trans Helicoptere Service,LYON HELIJET,France,N
TIA,,Trans International Airlines,TRANS INTERNATIONAL,United States,N
TIC,,Travel International Air Charters,TRAVEL INTERNATIONAL,Zambia,N
TIE,,Time Air,TIME AIR,Czech Republic,N
TIK,,Tic Air,TICAIR,Australia,N
TIL,,Tajikistan International Airlines,TIL,Tajikistan,Y
TIM,,TEAM Transportes Aereos,TEAM BRASIL,Brazil,N
TIN,,Taino Tours,TAINO,Dominican Republic,N
TIS,,Tesis,TESIS,Russia,N
TIW,,Transcarga Intl Airways,TIACA,Venezuela,N
TJK,,Tajikair,TAJIKAIR,Tajikistan,N
TJN,,Tien-Shan,NERON,Kazakhstan,N
TJS,,Tyrolean Jet Service,TYROLJET,Austria,N
TJT,T7,Twin Jet,TWINJET,France,Y
TKC,,Tikal Jets Airlines,TIKAL,Guatemala,N
TKE,,Take Air Line,ISLAND BIRD,France,N
TKX,,Tropical International Airways,TROPEXPRESS,Saint Kitts and Nevis,N
TKY,9I,Thai Sky Airlines,THAI SKY,Thailand,N
TLA,,Translift Airways,TRANSLIFT,Ireland,Y
TLF,,Transport Africa,TRANS-LEONE,Sierra Leone,N
TLL,,Trans Atlantic Airlines,ATLANTIC LEONE,Sierra Leone,N
TLO,,Eagle Canyon Airlines,TALON AIR,United States,N
TLP,TD,Tulip Air,TULIPAIR,Netherland,N
TAJ,,Tunisavia,TUNISAVIA,Tunisia,N
TLS,,TLC Air,TEALSY,United States,N
TLT,,Turtle Airways,TURTLE,Fiji,N
TLV,,Travelair,PAJAROS,Uruguay,N
TLX,,Telesis Transair,TELESIS,United States,N
TLY,,Top-Fly,TOPFLY,Spain,N
TMA,TL,Trans Mediterranean Airlines,TANGO LIMA,Lebanon,Y
TMD,,Transmed Airlines,,Egypt,N
TMG,GY,Tri-MG Intra Asia Airlines,TRILINES,Indonesia,N
TMH,,Taxis Turisticos Marakame,TAXIMARAKAME,Mexico,N
TMI,,Tamir Airways,TAMIRWAYS,Israel,N
TMK,,Tomahawk Airways,TOMAHAWK,United States,N
TML,,TAM,TAM AIRLINE,Madagascar,N
TMM,,TMC Airlines,WILLOW RUN,United States,N
TMQ,,TRAM,TRAM AIR,Mauritania,N
TMR,,Timberline Air,TIMBER,Canada,N
TMS,,Temsco Helicopters,TEMSCO,United States,N
TMT,,Trans Midwest Airlines,TRANS MIDWEST,United States,N
TMX,,Tramon Air,TRAMON,South Africa,N
TMY,,Transportes Aereos del Mundo Maya,MUNDO MAYA,Mexico,N
TMZ,,Tranporte Amazonair,TRANS AMAZON,Venezuela,N
TNB,,Trans Air-Benin,TRANS-BENIN,Benin,N
TNE,,Taxis Aereos del Noroeste,TAXINOROESTE,Mexico,N
TNF,,Transafricaine,TRANSFAS,Burkina Faso,N
TNG,,Tennessee Air National Guard 164th Airlift Group,,United States,N
TNI,,Transair International Linhas Aereas,TRANSINTER,United States,N
TNL,,Tengeriyn Ulaach Shine,SKY HORSE,Mongolia,N
TNM,3P,Tiara Air,TIARA,Aruba,Y
TNP,,Transped Aviation,TRANSPED,Austria,N
TNR,,Tanana Air Services,TAN AIR,United States,N
TNT,,Trans North Turbo Air,TRANS NORTH,Canada,N
TNV,,Transnorthern,TRANSNORTHERN,United States,N
TNW,,Trans Nation Airways,TRANS-NATION,Ethiopia,N
TNX,,Trener Ltd,TRAINER,Hungary,N
TNY,,Twin Town Leasing Company,TWINCAL,United States,N
TOB,7T,Tobruk Air,TOBRUK AIR,Libya,N
TOJ,,TOJ Airlines,TOJ AIRLINE,Tajikistan,N
TOL,TI,Tol-Air Services,TOL AIR,United States,N
TOM,BY,Thomsonfly,TOMSON,United Kingdom,Y
TOP,,Top Air,AIR TOP,Turkey,N
TOR,,Toronto Airways,TORONTAIR,Canada,N
TOS,PM,Tropic Air,TROPISER,Belize,Y
TOT,,Totavia,,Canada,N
TOW,FF,Tower Air,TEE AIR,United States,N
TOY,,Toyota Canada,TOYOTA,Canada,N
TPA,QT,TAMPA,TAMPA,Colombia,Y
TPD,,Top Speed,TOP SPEED,Austria,N
TPF,,Taxis Aereos del Pacifico,TAXIPACIFICO,Mexico,N
TPG,,Transportes Aereos Pegaso,TRANSPEGASO,Mexico,N
TPL,,TAR Interpilot,INTERPILOT,Mauritania,N
TPM,,Transpais Aereo,TRANSPAIS,Mexico,N
TPN,,Transportacion Aerea del Norte,AEREA DELNORTE,Mexico,N
TPP,,Transpac Express,TRANS EXPRESS,Australia,N
TPR,,Taxis Aereos De Parral,TAXIS PARRAL,Mexico,N
TPS,,TAPSA Transportes Aereos Petroleros,TAPSA,Argentina,N
TPT,,Transportes Aereo del Sureste,TASSA,Mexico,N
TPU,,Trans American Airlines (Trans Am),TRANS PERU,Peru,N
TPV,,Thai Pacific Airlines Business,THAI PACIFIC,Thailand,N
TPX,,Transportes Aereos De Xalapa,TRANSXALAPA,Mexico,N
TPY,,Trans-Provincial Airlines,TRANS PROVINCIAL,Canada,N
TPZ,,Transportes La Paz,TRANSPAZ,Mexico,N
TQN,,Taquan Air Services,TAQUAN,United States,N
TQR,,Transportacion Aerea De Queretaro,TRANSQUERETARO,Mexico,N
TNA,GE,TransAsia Airways,TransAsia,Taiwan,Y
TRA,HV,Transavia Holland,TRANSAVIA,Netherlands,Y
TRC,,Trans Air Charter,TRACKER,United States,N
TCV,VR,TACV,CABOVERDE,Portugal,Y
TRD,,Trans Island Air,TRANS ISLAND,Barbados,N
TRF,,Taxi Air Fret,TAXI JET,France,N
TRG,,TRAGSA (Medios Aereos),,Spain,N
TRJ,,Trans Euro Air,HIGH TIDE,United Kingdom,N
TRM,,Transport Aerien de Mauritanie,SOTRANS,Mauritania,N
TRO,,Tropic Airlines-Air Molokai,MOLOKAI,United States,N
TRQ,,Turdus Airways,HUNTER,Netherland,N
TRR,,Tramson Limited,TRAMSON,Sudan,N
TRT,,Trans Arabian Air Transport,TRANS ARABIAN,Sudan,N
TRU,,Triangle Airline (Uganda),TRI AIR,Uganda,N
TRW,,Transwestern Airlines of Utah,TRANS-WEST,United States,N
TRY,,Tristar Airlines,TRISTAR AIR,United States,N
TRZ,T9,TransMeridian Airlines,TRANS-MERIDIAN,United States,N
TSA,,Transair France,AIRTRAF,France,N
TSD,,TAF-Linhas Aereas,TAFI,Brazil,N
TSE,TH,Transmile Air Services,TRANSMILE,Malaysia,N
TSG,,Trans-Air-Congo,TRANS-CONGO,Republic of the Congo,N
TSI,,Transport'air,TRANSPORTAIR,France,N
TSJ,S5,Trast Aero,TRAST AERO,Kyrgyzstan,N
TSK,,Trast Aero,TOMSK-AVIA,Kyrgyzstan,N
TSL,,Thai Aviation Services,THAI AVIATION,Thailand,N
SBT,,Taftan Airlines,TAFTAN,Iran,N
ABS,9T,Transwest Air,ATHABASKA,Canada,Y
TSM,,Trans Sayegh Airport Services,,Lebanon,N
TSN,,Trans-Air Services,AIR TRANS,Nigeria,N
TSO,UN,Transaero Airlines,TRANSOVIET,Russia,Y
TSP,,Transportes Aereos Inter,TRANSPO-INTER,Guatemala,N
TSR,,Trans Service Airlift,TRANS SERVICE,Democratic Republic of Congo,N
TSS,,Tri-State Aero,TRI-STATE,United States,N
